personas,3760450
varones,1839612
mujeres,1920838
fecha,fallecidos,terapia,casos_dx,diagnosticos,internados,casos_fis,casos_fis_ajustada,casos_fa
2020-10-23,34,12,1914,4650,47,1688,1573,2145
2020-10-24,35,12,1331,3295,51,1535,1606,1834
2020-10-25,30,19,904,2102,38,1134,1552,1203
2020-10-26,23,16,1620,3378,41,1602,1739,1326
2020-10-27,26,21,1970,4591,53,1444,1328,1956
2020-10-28,29,12,1417,3783,44,1463,954,1936
2020-10-29,20,12,1260,3528,27,1406,1118,1552
2020-10-30,29,12,1529,3758,41,1457,1217,1587
2020-10-31,39,8,798,2313,32,1167,1029,1155
2020-11-01,32,14,472,1573,30,1214,1353,680
2020-11-02,29,12,1223,2794,40,1540,1627,966
2020-11-03,28,19,1553,4047,35,1338,1218,1429
2020-11-04,38,9,1321,3581,30,1064,1026,1331
2020-11-05,34,12,1565,4142,27,1096,989,1347
2020-11-06,29,10,1316,3537,33,1267,1116,1503
2020-11-07,30,7,660,2061,19,1043,1108,1064
2020-11-08,19,9,505,1722,20,994,1076,778
2020-11-09,33,7,1088,2552,19,1168,1298,1002
2020-11-10,29,16,1108,2975,30,1238,1123,1324
2020-11-11,24,12,1359,3775,27,1016,822,1625
2020-11-12,34,12,1416,3307,32,905,758,1573
2020-11-13,26,14,1328,3749,26,937,1028,1318
2020-11-14,24,12,619,2428,23,782,926,612
2020-11-15,26,7,380,1072,16,767,904,485
2020-11-16,27,8,1262,2653,22,937,1026,958
2020-11-17,23,7,1231,3729,24,1080,773,1308
2020-11-18,19,8,1045,3780,22,931,634,1253
2020-11-19,23,7,1000,4083,19,821,616,1054
2020-11-20,13,3,978,4607,20,788,609,1095
2020-11-21,25,11,491,2208,16,494,597,518
2020-11-22,12,5,217,942,22,517,603,267
2020-11-23,18,13,334,1299,19,518,722,292
2020-11-24,21,6,875,3343,19,641,602,799
2020-11-25,17,12,879,3988,21,755,623,963
2020-11-26,19,4,830,3716,14,566,594,841
2020-11-27,23,7,807,3410,15,621,603,841
2020-11-28,18,7,493,2401,14,372,534,391
2020-11-29,10,7,206,839,15,398,424,310
2020-11-30,11,5,629,2655,10,607,525,592
2020-12-01,6,5,825,3129,14,652,531,800
2020-12-02,8,2,553,2902,12,475,295,669
2020-12-03,16,7,618,3466,17,387,239,592
2020-12-04,12,5,482,3049,17,342,338,326
2020-12-05,7,2,391,2118,8,338,294,566
2020-12-06,8,3,83,274,6,268,398,147
2020-12-07,12,1,285,1500,8,220,398,117
2020-12-08,14,3,105,372,4,349,366,297
2020-12-09,5,5,614,3195,15,350,342,518
2020-12-10,10,5,526,3072,20,461,349,560
2020-12-11,7,6,456,2326,8,401,383,353
2020-12-12,7,7,329,2215,12,352,378,359
2020-12-13,4,0,89,370,3,280,326,256
2020-12-14,6,3,437,2368,13,376,406,287
2020-12-15,10,1,531,3390,7,425,379,647
2020-12-16,5,5,373,2846,14,362,293,522
2020-12-17,11,4,477,3450,6,385,295,386
2020-12-18,4,0,338,3242,9,322,413,374
2020-12-19,4,3,329,2939,6,358,467,284
2020-12-20,6,3,87,343,6,316,395,230
2020-12-21,3,4,545,2850,9,322,306,250
2020-12-22,7,2,564,4014,5,451,323,549
2020-12-23,5,3,610,4642,7,464,383,543
2020-12-24,6,0,175,792,4,368,418,425
2020-12-25,2,4,70,340,9,260,510,177
2020-12-26,0,2,314,3034,8,355,580,215
2020-12-27,0,3,138,662,9,460,526,235
2020-12-28,3,3,724,3634,11,682,559,660
2020-12-29,2,5,712,3831,17,626,406,662
2020-12-30,1,4,790,4877,6,616,416,709
2020-12-31,5,2,345,2040,7,531,461,574
2021-01-01,7,2,84,287,6,498,756,252
2021-01-02,3,4,451,2623,13,472,791,190
2021-01-03,6,1,227,914,7,572,785,302
2021-01-04,5,3,927,3852,16,735,885,618
2021-01-05,2,7,938,4969,18,912,827,912
2021-01-06,3,3,1109,5640,15,812,483,857
2021-01-07,6,2,950,4900,6,676,522,1256
2021-01-08,2,8,772,4653,22,606,584,817
2021-01-09,3,4,480,3624,6,604,625,443
2021-01-10,6,4,119,759,9,367,668,227
2021-01-11,6,4,808,3608,11,581,557,707
2021-01-12,14,6,903,4535,16,624,696,880
2021-01-13,8,8,778,4963,14,574,329,695
2021-01-14,3,9,556,3239,17,611,493,614
2021-01-15,8,3,636,4376,11,383,589,413
2021-01-16,2,2,368,2999,9,562,428,675
2021-01-17,7,6,148,596,10,331,555,135
2021-01-18,4,7,765,3481,14,532,636,567
2021-01-19,8,3,583,3794,15,592,464,693
2021-01-20,7,2,502,3345,10,445,287,565
2021-01-21,8,3,521,4045,19,456,395,551
2021-01-22,11,6,575,4020,15,558,610,687
2021-01-23,4,6,286,2367,16,449,546,329
2021-01-24,10,0,132,485,6,261,487,137
2021-01-25,9,9,568,3386,18,496,489,569
2021-01-26,8,3,671,3088,9,667,472,729
2021-01-27,7,5,628,4418,12,545,297,672
2021-01-28,9,6,591,4444,21,484,397,563
2021-01-29,6,5,319,2134,10,376,408,381
2021-01-30,6,2,339,2592,5,425,532,360
2021-01-31,1,3,143,546,6,299,487,194
2021-02-01,3,10,486,2956,20,530,631,512
2021-02-02,9,4,603,4731,11,541,386,522
2021-02-03,8,3,583,4321,13,630,390,634
2021-02-04,4,5,557,3712,10,528,444,577
2021-02-05,5,5,541,3722,18,593,607,615
2021-02-06,3,6,320,2066,11,335,508,206
2021-02-07,4,3,97,464,5,347,636,225
2021-02-08,0,4,641,3634,11,517,662,525
2021-02-09,6,1,690,5076,7,615,540,730
2021-02-10,1,4,640,6110,12,555,338,596
2021-02-11,5,3,642,5429,14,592,301,731
2021-02-12,6,6,714,5247,10,564,375,638
2021-02-13,3,1,360,3410,10,476,535,421
2021-02-14,5,5,109,738,11,273,587,113
2021-02-15,3,5,307,1831,9,391,747,220
2021-02-16,4,4,257,1818,7,439,566,291
2021-02-17,8,7,849,4226,9,618,378,794
2021-02-18,4,5,829,5776,14,680,588,797
2021-02-19,8,5,740,4266,11,742,645,782
2021-02-20,3,4,465,3596,7,603,833,447
2021-02-21,6,1,130,637,7,332,623,156
2021-02-22,11,6,829,4247,16,649,756,741
2021-02-23,3,3,773,4773,13,698,622,624
2021-02-24,7,4,724,4403,5,777,334,991
2021-02-25,4,3,785,3441,13,543,462,711
2021-02-26,3,4,653,4660,11,618,614,679
2021-02-27,3,4,403,3024,10,484,599,450
2021-02-28,6,2,133,641,6,326,553,152
2021-03-01,7,3,803,3689,11,665,709,709
2021-03-02,4,1,715,4854,9,710,524,732
2021-03-03,3,4,699,4739,10,687,330,663
2021-03-04,6,2,709,4329,7,529,556,663
2021-03-05,9,1,645,4100,12,547,540,610
2021-03-06,1,2,383,1994,9,399,533,345
2021-03-07,6,3,126,503,12,248,539,125
2021-03-08,3,6,704,3723,6,583,681,711
2021-03-09,5,2,614,4289,7,576,518,619
2021-03-10,3,5,706,4562,6,568,296,652
2021-03-11,3,1,631,4866,6,477,457,674
2021-03-12,3,3,714,5014,6,527,318,686
2021-03-13,3,2,306,3053,5,357,88,377
2021-03-14,2,1,134,613,4,119,59,117
2021-03-15,3,1,604,3639,6,347,33,600
2021-03-16,0,0,99,758,0,215,1,323
