personas,45376763
varones,22273132
mujeres,23103631
fecha,fallecidos,terapia,casos_dx,diagnosticos,internados,casos_fis,casos_fis_ajustada,casos_fa
2020-03-16,0,1,10,97,14,86,87,27
2020-03-17,0,3,18,124,39,93,97,54
2020-03-18,1,5,29,192,38,82,86,49
2020-03-19,0,3,22,137,25,121,121,39
2020-03-20,0,4,30,215,42,137,137,81
2020-03-21,1,6,62,295,44,149,150,69
2020-03-22,0,7,54,221,51,103,99,79
2020-03-23,0,5,33,262,64,135,134,99
2020-03-24,3,6,105,386,44,115,124,116
2020-03-25,4,10,115,441,49,116,113,116
2020-03-26,4,12,110,480,48,99,108,106
2020-03-27,2,7,81,363,57,104,114,114
2020-03-28,2,12,69,407,51,87,79,88
2020-03-29,3,10,109,620,55,76,95,93
2020-03-30,3,19,84,529,69,103,109,127
2020-03-31,3,12,90,587,55,95,95,100
2020-04-01,7,11,120,927,56,105,109,109
2020-04-02,5,9,142,1291,77,118,120,139
2020-04-03,3,9,102,1245,55,113,112,113
2020-04-04,3,8,103,1090,43,102,105,99
2020-04-05,9,12,71,825,40,67,109,68
2020-04-06,7,5,105,1088,64,114,110,137
2020-04-07,6,10,76,1376,55,99,122,114
2020-04-08,11,6,101,1531,53,112,139,108
2020-04-09,8,4,96,1428,35,141,121,138
2020-04-10,5,8,128,1233,49,131,136,96
2020-04-11,5,9,71,1333,59,161,152,148
2020-04-12,4,3,71,1063,54,143,139,133
2020-04-13,7,9,92,1412,60,134,131,169
2020-04-14,9,7,127,1666,55,141,130,132
2020-04-15,8,5,128,1691,57,139,135,153
2020-04-16,8,3,106,1729,50,160,153,140
2020-04-17,6,8,88,1705,68,151,170,155
2020-04-18,4,7,122,1636,59,147,165,129
2020-04-19,9,6,61,1182,72,146,178,118
2020-04-20,7,11,94,1812,96,228,242,189
2020-04-21,10,2,160,2271,83,177,168,215
2020-04-22,11,11,119,2001,103,178,184,171
2020-04-23,10,8,137,2173,85,182,160,280
2020-04-24,13,11,186,2451,70,185,175,212
2020-04-25,12,6,167,2052,58,174,183,148
2020-04-26,6,5,87,1404,56,172,192,106
2020-04-27,13,12,126,1779,68,178,170,209
2020-04-28,12,5,125,2109,58,166,166,183
2020-04-29,10,3,148,2371,67,184,169,184
2020-04-30,9,5,137,2189,74,219,187,211
2020-05-01,20,2,140,2431,55,233,246,148
2020-05-02,11,14,101,1884,65,195,231,162
2020-05-03,9,3,105,1836,38,228,275,119
2020-05-04,7,11,120,2398,70,244,286,185
2020-05-05,6,12,183,3294,94,278,322,225
2020-05-06,9,7,199,3126,85,289,316,289
2020-05-07,11,12,238,3184,109,302,300,320
2020-05-08,8,9,201,3008,130,340,354,286
2020-05-09,10,12,251,3016,102,333,323,268
2020-05-10,12,9,200,1884,77,437,450,267
2020-05-11,15,12,264,2878,141,408,430,348
2020-05-12,5,14,291,3080,132,433,430,389
2020-05-13,12,10,327,3688,152,452,475,354
2020-05-14,13,12,305,3503,118,491,553,457
2020-05-15,17,11,396,3694,129,580,620,442
2020-05-16,10,14,341,3236,146,552,658,383
2020-05-17,13,15,244,2343,153,585,711,454
2020-05-18,16,24,389,3476,198,829,844,634
2020-05-19,12,24,527,4790,191,655,720,593
2020-05-20,15,24,614,4926,229,851,802,713
2020-05-21,17,32,749,5064,239,741,623,809
2020-05-22,17,22,811,4835,195,778,756,830
2020-05-23,12,17,615,3991,177,781,801,746
2020-05-24,15,20,503,3297,172,687,751,610
2020-05-25,15,16,549,3658,230,842,1002,624
2020-05-26,14,22,651,4117,186,876,904,777
2020-05-27,17,24,714,4778,237,846,801,889
2020-05-28,19,32,767,4909,266,842,907,909
2020-05-29,24,31,840,5532,208,907,979,994
2020-05-30,19,29,694,4557,232,819,933,823
2020-05-31,16,27,541,3131,183,719,877,634
2020-06-01,29,21,845,4261,222,1257,1356,987
2020-06-02,20,33,925,4651,234,1107,1048,1028
2020-06-03,33,27,934,5350,262,1126,1031,1032
2020-06-04,31,31,880,5048,240,1220,1282,1087
2020-06-05,28,30,967,5391,254,1324,1351,1186
2020-06-06,39,39,1105,5138,259,1297,1534,1001
2020-06-07,31,22,573,2657,239,1189,1360,847
2020-06-08,46,38,1032,4839,307,1604,1779,1391
2020-06-09,21,27,1363,5772,352,1517,1464,1408
2020-06-10,37,29,1350,6348,335,1832,1579,1638
2020-06-11,32,33,1543,6649,341,1514,1446,1632
2020-06-12,36,34,1640,7394,325,1971,1883,1899
2020-06-13,27,30,1496,6503,307,1649,1848,1358
2020-06-14,52,30,1054,4415,312,1621,1926,1204
2020-06-15,45,32,1287,4753,290,1971,2277,1408
2020-06-16,45,42,1662,6429,362,2331,2444,1976
2020-06-17,56,48,1932,7690,405,2224,2122,2049
2020-06-18,48,43,2062,8298,410,2426,2573,2273
2020-06-19,48,52,2094,8355,447,2461,2634,2189
2020-06-20,40,41,2406,8203,442,2820,3052,2273
2020-06-21,60,54,1467,5620,391,2174,2596,1726
2020-06-22,56,55,2238,7580,453,2891,3053,2697
2020-06-23,64,57,2638,9200,522,2755,2628,2822
2020-06-24,53,46,2521,8967,430,2633,2281,3057
2020-06-25,59,47,2954,9609,424,2619,2551,2965
2020-06-26,70,40,3026,10065,472,2879,2832,2965
2020-06-27,78,41,2343,8252,396,2507,2649,2339
2020-06-28,67,41,1804,5388,317,2310,2808,1917
2020-06-29,52,54,2276,7762,457,2967,3311,2896
2020-06-30,76,57,2824,8861,419,2846,2751,2999
2020-07-01,98,53,2825,8977,456,3535,3402,2924
2020-07-02,93,57,2876,9311,436,3109,3337,3059
2020-07-03,82,54,3399,10104,463,3598,3825,3262
2020-07-04,96,51,3330,9886,509,3014,3567,2458
2020-07-05,119,56,1969,5899,431,2923,3411,2363
2020-07-06,81,53,2955,8504,532,3825,3748,3883
2020-07-07,105,63,3456,10326,565,4006,3698,4139
2020-07-08,137,60,4150,11972,466,3670,3222,3964
2020-07-09,108,51,3640,10987,486,3594,3844,3298
2020-07-10,136,72,3603,10216,509,4320,4819,3449
2020-07-11,129,76,3330,9572,469,3606,4072,3222
2020-07-12,115,55,2153,6701,460,3678,4489,2652
2020-07-13,131,66,3608,10115,545,4690,4866,4440
2020-07-14,159,68,4193,12240,549,4757,4452,4793
2020-07-15,156,70,4221,12533,554,5070,4734,4620
2020-07-16,141,55,4569,12417,560,4749,4948,4970
2020-07-17,152,68,5036,13634,585,5193,5595,4984
2020-07-18,162,81,4627,12372,562,5059,5842,3615
2020-07-19,163,77,3070,8444,443,4590,5384,3824
2020-07-20,160,87,4821,12303,678,6966,7250,5749
2020-07-21,177,74,5739,14117,596,5630,5242,6155
2020-07-22,173,84,5921,15179,554,5580,4739,6492
2020-07-23,139,72,5978,14858,589,5462,5790,6013
2020-07-24,171,67,6380,15502,466,5883,6017,6191
2020-07-25,142,59,4913,13068,416,5554,6122,4547
2020-07-26,168,74,3610,9581,466,5027,5980,3762
2020-07-27,199,79,5379,13404,516,7143,7251,6315
2020-07-28,189,83,6118,15902,548,6439,5731,6513
2020-07-29,207,64,6486,16830,539,6111,5297,6599
2020-07-30,195,73,6223,16462,522,6371,6420,6459
2020-07-31,185,65,7136,17916,512,7009,7378,6559
2020-08-01,170,87,5301,13609,476,7779,8725,4520
2020-08-02,235,76,4581,11672,513,6332,7833,4611
2020-08-03,204,75,6417,15449,665,8173,8364,7621
2020-08-04,202,99,7476,18457,691,7770,6691,9114
2020-08-05,223,98,8179,19524,670,7118,6254,8136
2020-08-06,238,104,8036,19730,587,7411,6760,8740
2020-08-07,205,78,8206,20209,570,7246,7277,7686
2020-08-08,204,64,6551,17553,538,6266,7018,4881
2020-08-09,213,72,4579,11612,478,5758,6551,4974
2020-08-10,217,90,7080,17946,597,7942,8430,7729
2020-08-11,175,79,7625,21517,555,6605,6117,7886
2020-08-12,216,89,7681,21354,590,6703,5824,7536
2020-08-13,221,94,7644,20920,552,6667,5923,7270
2020-08-14,230,92,7428,21564,611,7436,7114,7620
2020-08-15,213,88,6849,18458,488,6835,7670,5499
2020-08-16,221,71,3799,11669,446,6292,7580,4540
2020-08-17,235,93,5603,14543,538,7220,8471,5348
2020-08-18,263,88,6961,17586,635,8304,8238,8182
2020-08-19,232,96,8418,20028,585,8024,6888,8873
2020-08-20,224,81,8867,21055,573,9650,9985,8417
2020-08-21,220,96,8578,21216,611,8583,8975,8597
2020-08-22,246,83,7690,18100,518,8230,9889,6534
2020-08-23,211,75,4785,12033,522,7857,10090,4727
2020-08-24,295,87,8782,19988,768,10841,11490,10198
2020-08-25,259,125,9768,22144,803,10535,10094,10260
2020-08-26,232,122,10727,23693,777,10483,8790,11353
2020-08-27,262,109,11518,24950,769,10272,10306,11253
2020-08-28,254,121,11048,24790,728,10969,11024,11070
2020-08-29,272,89,9169,20041,585,8433,10127,8086
2020-08-30,267,94,6875,15877,533,8309,10605,6120
2020-08-31,294,92,10054,20868,741,10864,11444,11492
2020-09-01,304,121,11501,24210,696,11538,11135,11414
2020-09-02,293,92,11636,24000,722,11012,9094,11125
2020-09-03,322,119,11572,24213,722,11014,10885,11345
2020-09-04,329,118,11288,24162,690,11220,11678,11541
2020-09-05,301,97,9611,21651,646,10227,11834,8466
2020-09-06,316,102,6330,13663,529,8900,11479,6288
2020-09-07,340,126,10387,21880,796,12344,12955,11946
2020-09-08,314,118,12487,25160,795,11836,10407,12830
2020-09-09,353,125,12849,27244,800,11643,9670,12412
2020-09-10,313,117,12105,26370,745,12378,12050,12672
2020-09-11,324,133,12923,28141,804,11407,10972,12406
2020-09-12,277,82,10825,22214,600,9857,11305,8304
2020-09-13,326,82,7301,15282,595,9262,11184,6836
2020-09-14,348,119,10915,23989,772,12251,12207,12060
2020-09-15,350,103,11767,25188,611,11704,10647,11948
2020-09-16,339,119,12219,26333,735,11443,9162,12260
2020-09-17,360,110,12648,27406,739,11277,9992,11916
2020-09-18,343,114,12897,27932,733,11998,12053,11990
2020-09-19,327,104,10257,21983,577,10397,12540,8227
2020-09-20,307,101,6227,13637,498,10804,13277,6178
2020-09-21,354,108,10757,22115,705,11800,13533,10885
2020-09-22,334,102,11859,25932,771,12359,11489,12941
2020-09-23,367,103,13535,27907,710,13023,10201,13443
2020-09-24,350,91,13544,27800,734,12489,13011,13152
2020-09-25,385,109,13859,28732,788,13653,13380,13913
2020-09-26,372,100,10661,21331,571,11801,13614,9222
2020-09-27,330,104,7233,15281,555,10466,13347,7383
2020-09-28,351,133,13140,24876,815,15010,14977,14759
2020-09-29,320,136,15486,29539,798,13042,11215,13863
2020-09-30,380,120,14731,30377,842,13411,10149,14192
2020-10-01,388,147,14283,31106,789,14698,14246,14119
2020-10-02,360,119,14990,32445,716,13734,14153,13919
2020-10-03,310,117,11201,25516,516,11327,14368,8457
2020-10-04,366,98,6483,14560,494,9995,13672,6813
2020-10-05,368,130,13193,27365,790,14969,15175,14264
2020-10-06,350,116,15172,34024,722,14785,12997,15237
2020-10-07,366,124,15819,32639,733,14629,11729,14500
2020-10-08,396,123,15912,34500,716,14550,11294,16869
2020-10-09,408,119,16229,36791,652,14110,14398,14347
2020-10-10,342,120,12824,26135,596,14807,16617,10945
2020-10-11,304,105,8364,17300,460,11503,14336,9077
2020-10-12,316,118,9944,19244,523,12817,15833,9754
2020-10-13,379,129,15195,30833,701,15296,13915,16417
2020-10-14,381,119,17695,36633,628,15052,11742,16744
2020-10-15,345,113,17424,36126,591,15116,15547,16795
2020-10-16,320,125,18300,37119,653,14846,15264,16869
2020-10-17,309,108,13385,31318,466,12424,14125,11287
2020-10-18,370,104,7255,15720,400,11432,13930,7195
2020-10-19,385,127,15409,34350,595,16567,15227,16538
2020-10-20,366,107,16413,35093,531,15946,13455,16554
2020-10-21,350,119,16549,38980,498,13683,9835,15862
2020-10-22,333,102,15447,38026,429,12487,12197,15095
2020-10-23,340,103,15078,35638,499,13041,12556,14671
2020-10-24,344,99,11828,25834,398,11225,12660,11082
2020-10-25,321,81,6471,14912,325,9578,11941,6768
2020-10-26,317,120,13485,30102,462,13190,12903,13674
2020-10-27,339,104,13993,32509,463,11966,9761,14145
2020-10-28,315,89,13865,33715,417,11868,8190,14177
2020-10-29,300,91,12926,31220,378,10495,9711,12582
2020-10-30,287,94,12901,31914,369,11100,9903,12444
2020-10-31,303,78,8155,21796,296,7988,8458,7737
2020-11-01,307,81,5575,14415,295,8633,11220,5660
2020-11-02,322,77,11038,26676,372,10953,11525,11592
2020-11-03,303,83,11450,30572,365,9824,8504,11256
2020-11-04,283,79,11437,28715,320,9070,7492,10055
2020-11-05,302,87,12456,33982,330,9709,9293,12853
2020-11-06,279,64,11718,30706,314,10031,9496,12547
2020-11-07,255,63,7570,21456,249,7842,9921,6570
2020-11-08,255,59,4394,13562,245,7133,9793,4710
2020-11-09,278,66,10022,25514,305,10606,10406,10768
2020-11-10,270,78,11483,29647,316,10041,8344,11270
2020-11-11,250,58,11393,29506,299,9380,6646,11943
2020-11-12,234,82,10783,28288,297,9109,8129,11542
2020-11-13,223,86,10696,29837,310,8847,8849,10220
2020-11-14,220,87,6654,20307,252,6831,8097,5969
2020-11-15,212,64,3824,11847,221,6418,8339,4102
2020-11-16,233,74,9603,25357,268,8750,8366,10138
2020-11-17,239,63,9523,26849,276,8404,6560,10051
2020-11-18,227,51,9717,28705,255,7691,5360,9542
2020-11-19,211,51,9130,29070,213,7299,5384,9659
2020-11-20,198,45,8798,28549,236,7387,7162,9105
2020-11-21,196,38,5284,18112,178,5331,6411,4909
2020-11-22,159,43,3147,10854,179,4770,6256,3017
2020-11-23,192,58,4481,12902,197,5772,6871,4615
2020-11-24,210,48,8145,25222,241,6947,6155,8963
2020-11-25,168,61,8314,26755,223,6842,6114,8639
2020-11-26,182,60,8101,26996,187,6078,6113,7961
2020-11-27,164,57,7616,25373,195,6152,6133,7384
2020-11-28,165,51,5336,18052,180,5063,5693,4954
2020-11-29,133,38,3201,10385,152,5375,5884,4351
2020-11-30,152,46,7231,22909,198,6591,5988,7723
2020-12-01,135,40,7418,25063,199,6439,5128,7666
2020-12-02,168,31,6642,23996,209,5565,3884,6880
2020-12-03,148,42,6696,24585,189,5646,4022,7314
2020-12-04,144,38,5943,22142,178,4803,3788,5811
2020-12-05,108,37,4143,15838,139,4152,4959,3816
2020-12-06,140,38,2150,8166,154,3887,5419,2352
2020-12-07,120,34,3838,12388,142,4511,5799,3444
2020-12-08,153,35,2888,10490,170,4467,4851,3175
2020-12-09,124,50,6756,23569,216,5985,4853,6820
2020-12-10,142,42,6827,25473,176,6350,6264,7116
2020-12-11,132,29,6852,25204,166,5958,6036,6800
2020-12-12,124,34,4520,18505,174,5354,6408,3848
2020-12-13,103,34,2758,11100,119,4685,6259,3144
2020-12-14,131,39,6754,23416,163,6727,6859,7111
2020-12-15,113,44,7043,25912,169,6740,6148,7446
2020-12-16,107,38,6908,27363,167,6332,5187,7099
2020-12-17,106,41,7397,29176,178,6428,6925,7307
2020-12-18,122,39,7154,30336,161,6578,7352,7167
2020-12-19,110,23,5509,23313,137,6182,7654,4697
2020-12-20,110,50,3036,15030,127,5779,6648,3393
2020-12-21,102,40,8384,31224,188,7616,5306,8873
2020-12-22,134,30,8816,34615,158,7410,6475,8786
2020-12-23,116,38,9275,36067,189,7767,6108,8314
2020-12-24,127,31,5370,20220,120,6668,8929,5268
2020-12-25,103,40,1802,6035,143,6069,9689,2272
2020-12-26,125,57,6457,23815,222,8617,11099,5797
2020-12-27,125,53,4269,17397,211,8025,9101,4497
2020-12-28,133,61,11253,37420,261,11276,8099,11991
2020-12-29,109,54,12820,40213,224,9665,7869,12377
2020-12-30,122,54,13233,43664,220,9978,6951,12174
2020-12-31,116,44,8465,27888,209,8129,10261,6790
2021-01-01,130,50,2597,8066,206,8250,12254,3326
2021-01-02,158,51,7574,24924,271,9677,12111,6983
2021-01-03,144,52,4819,20900,240,9585,12830,5251
2021-01-04,146,64,13378,42398,319,13909,14216,13683
2021-01-05,150,63,13759,46080,290,12704,10892,14075
2021-01-06,125,54,14109,48025,264,11878,9424,13482
2021-01-07,144,59,13498,44146,288,11215,11149,13969
2021-01-08,143,55,13687,45290,261,11467,10744,12874
2021-01-09,147,41,9762,36087,244,9662,11102,8186
2021-01-10,144,57,5106,22169,257,9434,11606,5963
2021-01-11,158,68,12874,42395,279,11782,11280,13240
2021-01-12,158,61,12552,43810,265,10801,9611,12918
2021-01-13,137,60,13149,46504,279,10411,7636,12506
2021-01-14,134,65,11868,43584,277,9954,9612,11991
2021-01-15,174,59,11140,48177,255,10153,10189,10914
2021-01-16,158,50,8212,37573,229,8766,10150,7752
2021-01-17,166,47,4875,25719,215,7302,9627,5104
2021-01-18,165,44,11795,45405,242,10474,10321,11883
2021-01-19,157,59,11839,47965,267,9511,7617,11975
2021-01-20,176,63,11140,45138,265,9784,6727,11346
2021-01-21,188,78,10111,42625,282,8694,8356,10906
2021-01-22,165,46,9787,40666,217,8646,8796,10032
2021-01-23,161,57,6474,29462,185,6906,8252,6026
2021-01-24,176,43,3669,20428,157,5842,7612,3994
2021-01-25,164,61,9819,40901,249,9294,8741,10654
2021-01-26,172,64,10194,40402,234,8965,6953,10226
2021-01-27,159,46,9704,41739,202,8149,6024,9732
2021-01-28,152,58,8967,39376,219,7228,7559,8441
2021-01-29,139,64,8366,40787,200,7145,7126,8725
2021-01-30,155,32,6233,35903,136,5952,7199,5247
2021-01-31,137,40,3789,31851,149,5415,6923,3955
2021-02-01,142,61,8795,46528,217,8459,7708,9049
2021-02-02,138,52,9015,49793,188,7516,5940,8636
2021-02-03,142,48,8543,45591,200,7134,4777,8488
2021-02-04,147,42,8004,39441,163,6633,6210,7818
2021-02-05,148,50,7560,38058,176,6465,6349,7578
2021-02-06,132,49,5022,28590,143,5118,5782,4383
2021-02-07,142,33,2860,20400,163,4444,5973,3077
2021-02-08,103,38,7233,40798,181,6615,6691,7566
2021-02-09,119,28,7646,42546,149,6111,5856,7272
2021-02-10,137,41,7003,42332,154,6027,4556,6823
2021-02-11,115,49,7064,40687,155,5439,4440,6772
2021-02-12,112,32,7073,41530,165,5737,5082,6763
2021-02-13,122,33,4763,33437,129,5381,5821,5001
2021-02-14,102,32,2621,22241,117,4026,6004,2568
2021-02-15,114,28,3748,30073,127,5229,6696,3700
2021-02-16,94,27,3458,31382,115,5439,5137,4399
2021-02-17,117,34,7674,45588,125,6174,4751,8050
2021-02-18,122,34,7687,46382,133,6243,6184,7742
2021-02-19,120,37,7339,44069,144,6442,6181,7288
2021-02-20,98,28,4684,31578,115,5455,6558,3967
2021-02-21,115,26,2862,22308,118,4560,5986,3139
2021-02-22,121,28,7190,40821,150,6513,6286,7594
2021-02-23,106,33,7009,40181,141,6189,5118,6899
2021-02-24,100,26,6875,38918,116,5850,4063,6929
2021-02-25,109,25,6835,34707,112,5704,5464,6663
2021-02-26,93,25,6437,36908,122,5714,5980,6278
2021-02-27,92,25,4403,28284,106,4602,5789,4013
2021-02-28,100,19,2472,23070,120,4646,6303,2660
2021-03-01,96,28,7272,34993,128,6885,7069,7085
2021-03-02,114,23,7019,36415,114,6376,5174,7062
2021-03-03,88,28,7222,35856,114,6312,4362,7006
2021-03-04,83,23,6844,33953,125,5707,5748,6790
2021-03-05,66,16,6918,35005,99,5949,6133,6446
2021-03-06,39,21,4497,23990,88,4754,6290,4022
2021-03-07,54,16,2626,16286,91,3915,6769,2443
2021-03-08,52,28,6850,33374,138,6209,6680,6996
2021-03-09,51,16,7103,35475,87,5952,5136,7068
2021-03-10,49,19,7627,36926,107,6014,4166,7219
2021-03-11,46,18,7148,34682,84,5712,4746,7595
2021-03-12,55,13,7286,37113,67,4831,3215,7052
2021-03-13,36,17,4672,26444,74,3257,908,4180
2021-03-14,28,6,2632,16385,47,2040,427,2949
2021-03-15,25,11,6461,29224,41,3346,255,6193
2021-03-16,7,0,2324,8674,4,1903,20,3009
