personas,3194537
varones,1547861
mujeres,1646676
fecha,fallecidos,terapia,casos_dx,diagnosticos,internados,casos_fis,casos_fis_ajustada,casos_fa
2020-02-15,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,1,1,0
2020-03-07,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,1,1,0
2020-03-10,0,0,0,3,0,0,0,0
2020-03-11,0,0,0,1,1,2,2,0
2020-03-12,0,0,0,2,0,0,0,1
2020-03-13,0,0,1,4,0,1,1,0
2020-03-14,0,0,0,0,0,2,2,0
2020-03-15,0,0,0,0,0,4,4,0
2020-03-16,0,0,0,0,1,7,7,0
2020-03-17,0,0,0,0,0,5,5,3
2020-03-18,0,0,0,12,2,8,8,3
2020-03-19,0,0,1,7,0,13,13,1
2020-03-20,0,0,0,4,4,16,16,4
2020-03-21,0,0,2,18,2,19,20,5
2020-03-22,0,0,11,29,0,10,11,7
2020-03-23,0,0,2,20,1,14,14,15
2020-03-24,0,0,21,47,0,14,14,5
2020-03-25,0,0,9,24,3,18,17,11
2020-03-26,0,0,7,74,1,8,7,13
2020-03-27,0,0,8,19,2,10,10,11
2020-03-28,0,3,14,101,3,15,17,8
2020-03-29,0,2,26,99,3,11,11,23
2020-03-30,0,1,11,44,7,11,11,13
2020-03-31,0,1,22,118,2,6,6,23
2020-04-01,1,1,10,120,2,8,6,12
2020-04-02,0,0,10,109,3,6,7,8
2020-04-03,0,0,7,158,1,3,4,8
2020-04-04,0,0,11,122,2,1,1,10
2020-04-05,0,1,5,61,0,3,3,6
2020-04-06,0,0,5,135,0,1,0,5
2020-04-07,0,0,3,177,0,3,3,7
2020-04-08,0,0,7,162,1,4,4,4
2020-04-09,1,0,2,133,1,1,1,0
2020-04-10,0,0,2,92,0,1,1,4
2020-04-11,0,1,4,129,1,6,5,2
2020-04-12,0,0,2,50,0,2,2,2
2020-04-13,0,0,1,98,0,3,3,5
2020-04-14,0,1,3,158,1,3,3,1
2020-04-15,0,0,3,102,0,2,2,6
2020-04-16,0,0,3,112,1,1,1,4
2020-04-17,0,0,7,148,2,4,4,3
2020-04-18,0,1,1,130,0,2,3,2
2020-04-19,0,0,1,109,0,2,4,3
2020-04-20,0,0,2,158,0,1,1,1
2020-04-21,0,0,6,167,1,2,2,1
2020-04-22,0,0,6,171,0,2,1,8
2020-04-23,0,0,2,168,0,2,0,4
2020-04-24,0,0,2,188,0,1,1,1
2020-04-25,0,0,3,181,0,0,0,4
2020-04-26,0,0,0,95,0,0,0,0
2020-04-27,0,0,0,230,0,0,0,0
2020-04-28,0,0,1,111,0,0,0,1
2020-04-29,0,0,0,144,0,2,2,1
2020-04-30,0,0,0,156,0,1,1,0
2020-05-01,0,0,0,115,0,1,1,1
2020-05-02,0,0,0,62,0,0,1,1
2020-05-03,0,0,0,63,0,0,0,2
2020-05-04,0,0,0,112,0,2,2,2
2020-05-05,0,0,1,133,0,0,1,0
2020-05-06,0,0,0,121,0,1,0,1
2020-05-07,1,0,0,148,0,2,2,1
2020-05-08,0,0,0,98,0,0,0,0
2020-05-09,0,0,0,111,0,2,1,1
2020-05-10,0,0,0,73,0,0,0,0
2020-05-11,0,0,0,148,0,2,2,1
2020-05-12,0,0,0,94,0,0,0,0
2020-05-13,0,0,0,174,0,1,3,0
2020-05-14,0,0,0,121,0,1,1,0
2020-05-15,0,0,0,155,0,0,0,1
2020-05-16,0,0,1,98,0,1,3,0
2020-05-17,0,0,4,87,0,4,3,7
2020-05-18,0,0,0,147,1,1,4,0
2020-05-19,0,0,0,205,0,4,4,2
2020-05-20,0,0,4,232,2,2,0,4
2020-05-21,0,0,2,199,0,1,0,2
2020-05-22,0,0,4,217,1,3,0,6
2020-05-23,0,0,1,138,0,1,3,1
2020-05-24,0,1,0,105,0,0,0,0
2020-05-25,0,0,1,78,0,0,0,0
2020-05-26,0,0,0,105,0,0,0,0
2020-05-27,0,0,0,168,1,4,2,2
2020-05-28,0,0,0,224,0,2,2,1
2020-05-29,0,0,0,208,0,1,2,2
2020-05-30,0,0,2,153,0,1,3,1
2020-05-31,0,0,0,105,0,1,3,0
2020-06-01,0,0,3,111,0,2,3,3
2020-06-02,0,0,0,133,1,2,2,3
2020-06-03,0,0,3,185,1,4,2,5
2020-06-04,0,0,6,155,0,5,7,6
2020-06-05,0,0,0,152,0,4,3,1
2020-06-06,0,0,2,216,0,1,0,1
2020-06-07,0,0,0,68,0,1,1,0
2020-06-08,0,0,1,172,0,7,4,6
2020-06-09,0,0,4,171,0,0,0,1
2020-06-10,0,0,2,155,0,1,1,1
2020-06-11,0,0,1,149,0,2,2,2
2020-06-12,0,0,0,142,0,5,4,1
2020-06-13,0,0,1,130,0,0,0,1
2020-06-14,0,0,0,95,0,5,14,0
2020-06-15,1,0,0,66,1,9,10,0
2020-06-16,0,0,3,107,0,6,10,7
2020-06-17,0,0,7,124,0,9,9,6
2020-06-18,0,0,8,161,5,18,16,15
2020-06-19,0,1,24,184,2,13,16,4
2020-06-20,0,1,6,146,2,22,19,21
2020-06-21,0,0,4,97,3,4,25,6
2020-06-22,0,0,7,110,1,10,7,20
2020-06-23,0,0,24,223,1,9,6,17
2020-06-24,0,0,6,197,0,4,6,7
2020-06-25,0,0,23,218,0,25,6,29
2020-06-26,0,0,10,189,0,8,6,10
2020-06-27,0,0,5,156,0,1,0,3
2020-06-28,0,0,4,96,1,5,3,6
2020-06-29,0,1,1,163,2,6,5,3
2020-06-30,0,0,2,137,0,8,6,4
2020-07-01,0,1,3,166,1,4,6,1
2020-07-02,0,1,5,143,1,9,10,4
2020-07-03,1,2,2,117,2,6,17,8
2020-07-04,1,1,7,196,1,4,13,7
2020-07-05,0,0,4,100,3,5,6,4
2020-07-06,0,0,4,137,1,8,12,5
2020-07-07,0,0,14,214,0,20,23,14
2020-07-08,1,0,18,206,3,21,17,26
2020-07-09,0,0,8,139,1,18,24,7
2020-07-10,0,0,8,154,2,23,25,13
2020-07-11,0,0,24,192,2,28,19,22
2020-07-12,0,2,12,165,3,20,27,10
2020-07-13,0,0,19,239,5,26,31,29
2020-07-14,0,2,27,295,4,29,28,25
2020-07-15,1,0,21,341,3,28,29,22
2020-07-16,0,0,25,247,1,37,33,27
2020-07-17,1,2,39,288,5,43,41,39
2020-07-18,0,1,25,198,2,26,42,28
2020-07-19,0,0,19,214,3,32,33,16
2020-07-20,0,3,40,170,7,52,55,40
2020-07-21,2,0,37,287,4,47,51,43
2020-07-22,0,0,48,481,0,44,35,45
2020-07-23,0,0,24,389,3,42,40,27
2020-07-24,0,1,30,567,6,45,71,31
2020-07-25,1,0,42,264,3,55,69,53
2020-07-26,0,0,30,213,5,60,76,26
2020-07-27,1,1,60,344,4,65,95,33
2020-07-28,0,2,66,390,6,107,92,80
2020-07-29,1,1,60,360,9,81,67,64
2020-07-30,1,2,42,388,3,79,67,63
2020-07-31,3,0,80,422,1,102,119,75
2020-08-01,0,1,88,441,6,119,125,81
2020-08-02,1,1,63,272,3,92,163,69
2020-08-03,0,2,82,506,6,144,216,69
2020-08-04,1,0,115,510,10,163,135,111
2020-08-05,0,1,67,469,7,105,108,83
2020-08-06,4,3,189,555,8,163,133,168
2020-08-07,0,2,172,556,6,198,178,194
2020-08-08,0,2,73,327,4,145,175,83
2020-08-09,1,3,75,224,5,126,155,64
2020-08-10,1,0,197,533,12,208,237,202
2020-08-11,3,2,163,676,9,193,192,161
2020-08-12,3,3,165,643,13,190,171,183
2020-08-13,0,6,193,613,9,203,190,172
2020-08-14,0,2,185,723,6,217,193,196
2020-08-15,1,6,144,413,9,228,254,154
2020-08-16,3,4,131,467,5,198,223,142
2020-08-17,1,2,163,523,9,263,303,158
2020-08-18,3,1,223,622,7,334,333,213
2020-08-19,4,1,214,618,13,348,310,237
2020-08-20,3,2,310,817,10,380,449,292
2020-08-21,6,4,274,888,13,354,404,292
2020-08-22,4,4,254,613,9,404,519,230
2020-08-23,6,2,138,442,10,397,585,167
2020-08-24,6,5,388,884,19,600,706,389
2020-08-25,3,7,406,690,15,588,549,388
2020-08-26,4,6,490,840,20,610,507,421
2020-08-27,4,4,532,834,24,696,800,520
2020-08-28,4,9,726,1039,24,843,835,604
2020-08-29,5,2,471,698,13,544,751,325
2020-08-30,7,2,387,494,18,563,822,264
2020-08-31,7,5,630,933,24,859,816,710
2020-09-01,7,7,911,1193,33,878,897,747
2020-09-02,10,6,912,1230,23,898,752,812
2020-09-03,10,12,904,1199,25,884,980,878
2020-09-04,9,12,996,1394,38,914,1114,747
2020-09-05,11,6,601,877,25,823,1082,608
2020-09-06,12,13,576,672,33,679,978,422
2020-09-07,14,13,969,1302,35,1112,1196,951
2020-09-08,10,6,1245,1657,30,1092,956,930
2020-09-09,11,11,1236,1657,34,1082,1140,1110
2020-09-10,18,6,1078,1545,32,1105,1270,1010
2020-09-11,12,7,1332,1848,25,1171,1264,1179
2020-09-12,9,10,840,989,34,1033,1266,717
2020-09-13,10,9,797,1118,20,1192,1303,890
2020-09-14,18,5,1042,1398,23,1390,1474,1251
2020-09-15,18,8,1368,1797,33,1277,1220,1237
2020-09-16,13,10,1415,1792,35,1269,1051,1273
2020-09-17,19,9,1330,1721,25,1380,1341,1343
2020-09-18,16,6,1502,2043,32,1420,1196,1400
2020-09-19,15,11,1033,1326,34,1306,1699,951
2020-09-20,21,4,612,778,27,1249,1769,686
2020-09-21,18,8,1162,1497,26,1452,1945,1705
2020-09-22,14,5,1685,2183,33,1253,1441,1459
2020-09-23,25,5,1593,2002,24,1680,1153,1709
2020-09-24,15,5,1907,2326,22,1624,1847,1780
2020-09-25,21,8,1708,2196,36,1840,1476,1909
2020-09-26,16,7,1216,1542,28,1363,1981,984
2020-09-27,19,6,857,1112,21,1056,1736,749
2020-09-28,13,6,1905,2348,22,1835,1882,2193
2020-09-29,14,7,2017,2504,24,1349,1108,1731
2020-09-30,14,6,1901,2400,34,1816,852,2077
2020-10-01,15,9,1867,2514,38,1606,1538,2002
2020-10-02,12,8,1975,2633,26,1573,1479,2128
2020-10-03,12,3,1218,1528,17,935,1392,1073
2020-10-04,19,4,643,895,23,630,1573,645
2020-10-05,15,2,1764,2134,23,1308,1540,2085
2020-10-06,11,1,2057,2509,9,1275,996,2108
2020-10-07,16,0,1589,2086,14,1085,104,1820
2020-10-08,15,3,1862,2311,10,1310,42,2144
2020-10-09,6,2,1907,2223,6,1268,10,2095
2020-10-10,0,0,848,1007,1,802,0,1098
